Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Calidad_Aire,Calidad_Aire_Cod
29.9,86.0,31.7,41.8,29.7,3.2,1.38,Buena,0
31.9,69.0,85.7,103.6,25.8,12.5,1.65,Mala,2
32.3,76.8,19.1,38.4,23.9,12.6,1.69,Buena,0
31.5,80.1,26.2,28.0,14.9,7.3,1.21,Buena,0
34.7,54.2,64.0,74.2,18.1,13.7,1.57,Mala,2
18.1,62.9,23.2,26.6,12.7,5.1,0.92,Buena,0
31.1,83.6,15.4,25.6,34.7,6.7,1.43,Buena,0
26.0,44.9,17.3,23.7,17.1,4.1,0.84,Buena,0
24.1,83.6,49.8,60.3,28.4,9.6,1.54,Regular,3
42.9,53.3,0.6,14.2,19.7,9.4,1.7,Excelente,1
35.5,79.7,98.5,115.3,18.1,15.9,1.67,Mala,2
40.9,94.6,19.1,45.0,50.8,27.7,2.39,Buena,0
18.3,70.2,15.9,23.1,18.0,7.4,1.16,Buena,0
27.7,71.7,34.5,43.9,21.7,8.0,1.6,Buena,0
37.0,60.4,1.3,17.8,32.1,19.7,2.22,Excelente,1
26.4,74.6,73.9,86.5,24.4,7.0,1.65,Mala,2
24.2,67.6,19.4,35.1,24.2,9.6,1.91,Buena,0
29.4,91.0,25.4,47.2,37.6,19.6,1.66,Buena,0
46.3,76.9,117.4,124.5,42.4,40.5,2.4,Mala,2
25.7,78.6,6.2,10.6,22.3,3.8,0.97,Excelente,1
24.6,84.2,8.3,22.1,36.4,11.7,1.36,Excelente,1
31.6,60.9,18.0,35.8,17.9,11.0,1.34,Buena,0
37.8,73.1,0.2,26.8,37.5,25.7,1.28,Excelente,1
45.3,85.9,23.3,50.1,33.3,19.9,2.45,Buena,0
25.0,64.5,6.9,15.4,17.8,8.3,0.87,Excelente,1
43.0,65.1,21.8,47.5,25.1,23.8,1.7,Buena,0
26.2,44.5,12.4,17.9,13.3,0.5,0.76,Buena,0
20.2,58.0,2.8,5.5,17.2,1.8,1.01,Excelente,1
26.8,82.3,25.1,35.7,15.4,9.4,1.72,Buena,0
28.6,42.3,12.0,22.5,27.8,13.3,1.35,Excelente,1
18.9,41.8,4.4,10.2,25.7,1.9,0.96,Excelente,1
30.0,39.0,8.7,13.1,15.1,6.2,0.95,Excelente,1
35.6,75.0,29.0,41.8,32.2,11.9,1.95,Buena,0
39.0,60.5,31.6,37.0,44.0,20.1,2.3,Buena,0
44.9,84.2,2.9,16.2,33.4,17.0,1.93,Excelente,1
27.8,78.7,16.8,21.9,13.5,4.6,1.08,Buena,0
31.6,61.2,2.4,8.6,15.3,5.1,0.97,Excelente,1
24.4,53.1,3.6,10.5,15.0,7.0,1.04,Excelente,1
27.5,45.4,31.3,34.7,14.0,7.1,1.04,Buena,0
30.3,94.9,15.4,28.7,32.9,10.2,1.48,Buena,0
38.1,82.6,5.1,13.8,25.0,9.9,1.5,Excelente,1
20.0,72.8,3.6,8.3,26.2,6.5,0.95,Excelente,1
26.6,77.5,6.3,11.5,11.8,7.0,1.15,Excelente,1
24.7,59.9,2.4,8.0,23.1,6.9,1.06,Excelente,1
32.9,49.7,42.5,40.5,21.1,13.9,1.7,Regular,3
30.7,50.1,23.6,44.2,28.9,12.7,1.56,Buena,0
24.2,71.6,5.9,11.1,19.5,2.7,1.13,Excelente,1
27.2,71.6,10.7,24.4,31.4,15.4,2.09,Excelente,1
24.1,39.7,9.6,14.8,23.9,4.6,0.92,Excelente,1
25.8,78.8,11.4,19.7,23.1,7.5,0.92,Excelente,1
25.1,49.8,0.1,6.0,22.4,3.3,0.73,Excelente,1
26.4,56.9,4.9,8.9,10.7,6.3,0.99,Excelente,1
38.4,99.1,31.0,52.7,32.7,18.1,2.13,Buena,0
27.2,79.2,56.0,59.4,20.1,5.0,1.94,Mala,2
26.9,86.9,14.0,25.2,24.3,14.6,1.39,Buena,0
27.0,86.2,40.4,50.4,30.1,21.9,1.99,Regular,3
34.6,52.4,72.4,82.4,17.6,9.4,1.43,Mala,2
35.1,67.6,14.2,25.5,25.0,5.6,1.52,Buena,0
35.1,100.9,48.5,69.4,44.6,3.0,2.82,Regular,3
32.5,69.6,38.3,48.2,33.7,10.6,1.24,Regular,3
28.7,67.8,58.9,68.3,21.3,7.4,1.15,Mala,2
28.8,58.0,6.3,36.4,42.2,1.9,2.43,Excelente,1
25.7,69.6,3.8,7.4,25.1,4.6,0.97,Excelente,1
24.9,54.3,21.7,38.0,18.9,9.1,1.45,Buena,0
24.3,40.8,10.6,16.6,13.2,7.3,0.85,Excelente,1
23.4,54.9,13.7,18.9,22.6,5.3,1.12,Buena,0
32.0,63.8,53.7,62.1,27.2,6.8,1.49,Regular,3
19.2,69.6,5.6,15.1,15.2,4.8,1.08,Excelente,1
27.2,68.6,1.5,11.8,29.7,21.9,1.91,Excelente,1
25.1,53.9,3.0,10.4,15.6,5.9,0.89,Excelente,1
27.1,87.7,23.2,36.1,24.4,10.5,1.55,Buena,0
33.7,83.3,10.2,32.2,33.6,27.7,2.53,Excelente,1
34.8,71.8,43.9,67.2,42.7,25.6,2.39,Regular,3
24.4,65.5,2.5,9.2,19.2,6.1,1.12,Excelente,1
18.7,66.1,45.5,51.5,22.7,6.3,1.03,Regular,3
30.4,102.2,24.6,30.2,35.0,19.3,1.93,Buena,0
28.5,53.4,19.2,25.1,13.5,2.8,1.0,Buena,0
24.6,78.6,8.0,12.4,23.1,4.4,0.98,Excelente,1
25.2,75.0,20.4,25.4,13.9,4.9,0.91,Buena,0
36.1,87.2,76.7,98.2,35.3,27.6,2.5,Mala,2
34.6,71.4,20.4,32.4,22.9,7.0,1.64,Buena,0
26.5,82.2,23.9,34.0,19.7,5.7,1.31,Buena,0
22.7,80.1,0.2,14.0,20.6,11.9,1.51,Excelente,1
22.2,60.1,19.6,22.5,17.6,7.5,0.97,Buena,0
34.2,93.5,65.0,77.5,26.1,13.1,1.3,Mala,2
21.7,61.4,0.6,4.7,13.0,4.5,1.12,Excelente,1
32.7,68.5,0.8,13.2,18.2,4.6,1.38,Excelente,1
26.7,65.2,2.7,7.0,17.6,6.8,1.02,Excelente,1
39.3,96.3,25.2,62.4,34.3,29.0,2.23,Buena,0
32.3,75.4,81.6,111.5,35.8,17.3,1.84,Mala,2
26.0,52.7,3.0,11.4,16.9,3.8,0.92,Excelente,1
23.3,66.1,0.8,5.2,18.4,5.7,0.89,Excelente,1
23.6,67.4,17.9,28.8,25.6,7.3,1.71,Buena,0
26.4,64.0,25.7,31.6,32.1,12.5,1.64,Buena,0
39.4,80.3,37.6,53.3,39.0,13.6,1.99,Regular,3
30.6,57.1,6.5,16.8,21.0,8.8,1.74,Excelente,1
33.8,84.6,8.0,23.7,27.8,12.0,2.94,Excelente,1
30.8,83.8,0.1,1.3,32.5,5.1,1.53,Excelente,1
27.3,47.6,17.0,23.5,12.9,2.5,0.93,Buena,0
25.0,82.2,34.6,40.2,10.8,10.3,1.01,Buena,0
41.0,98.3,96.1,122.2,47.2,27.7,2.97,Mala,2
28.8,58.0,3.7,3.6,24.5,3.1,1.11,Excelente,1
23.1,53.9,9.2,12.1,15.8,0.5,0.99,Excelente,1
27.4,67.3,41.8,52.9,22.4,12.4,1.65,Regular,3
39.2,77.0,121.6,121.2,30.1,22.4,2.8,Mala,2
56.0,53.6,6.0,21.7,40.5,9.1,2.46,Excelente,1
43.2,64.6,31.2,48.6,36.7,14.7,2.3,Buena,0
42.4,102.6,18.2,38.5,46.7,6.6,2.67,Buena,0
42.6,99.7,18.3,34.1,35.9,34.6,2.61,Buena,0
26.1,67.9,19.4,21.4,16.0,-1.4,1.11,Buena,0
26.8,88.6,16.0,28.5,44.6,19.1,2.13,Buena,0
25.4,83.8,21.0,27.7,22.3,11.3,1.3,Buena,0
23.3,48.0,10.8,16.7,22.9,3.2,0.97,Excelente,1
40.1,58.4,5.0,13.4,27.5,10.3,1.91,Excelente,1
47.0,66.5,44.2,78.1,46.5,20.9,1.91,Regular,3
36.0,59.4,18.1,20.1,29.2,10.0,1.29,Buena,0
42.5,109.7,19.8,45.8,24.2,18.3,2.81,Buena,0
28.7,60.5,14.2,16.3,23.6,3.1,1.09,Buena,0
23.5,41.3,5.4,8.4,24.9,7.9,1.12,Excelente,1
25.7,46.4,1.3,5.7,24.6,8.5,0.92,Excelente,1
35.5,82.5,2.5,13.1,21.4,11.7,1.33,Excelente,1
19.5,51.5,2.1,9.5,17.0,2.8,0.95,Excelente,1
32.3,69.0,1.1,13.5,23.9,9.9,1.39,Excelente,1
25.5,68.4,54.1,64.4,30.8,0.7,1.81,Regular,3
37.5,58.7,5.6,22.7,22.0,9.2,1.56,Excelente,1
28.0,45.1,12.5,13.4,26.1,6.5,0.94,Buena,0
27.8,53.7,7.8,16.9,29.7,7.9,1.31,Excelente,1
26.3,49.5,1.6,5.6,22.0,1.2,1.05,Excelente,1
39.0,77.2,37.9,52.4,47.7,18.9,1.7,Regular,3
37.1,58.0,15.9,19.3,27.0,16.2,1.18,Buena,0
39.3,79.9,2.4,23.6,54.1,30.2,2.54,Buena,0
22.3,68.0,28.8,43.1,29.5,13.8,1.97,Buena,0
28.0,52.5,7.1,15.8,24.7,2.4,1.0,Excelente,1
25.5,59.8,7.7,13.1,16.4,2.6,1.05,Excelente,1
24.9,93.1,12.5,18.1,25.0,2.9,2.26,Buena,0
40.4,79.3,29.1,43.9,31.1,18.0,1.85,Buena,0
31.2,65.8,7.1,16.2,22.4,5.3,1.4,Excelente,1
30.9,92.5,24.3,29.7,34.9,18.0,1.64,Buena,0
21.4,49.5,7.6,15.3,22.7,7.8,0.92,Excelente,1
34.4,86.5,52.9,63.7,25.5,8.0,1.78,Regular,3
30.1,59.5,3.9,8.3,19.6,-0.4,1.0,Excelente,1
40.7,67.9,12.1,30.6,35.9,18.9,2.24,Buena,0
19.8,61.8,20.4,28.4,25.2,5.4,1.07,Buena,0
23.6,53.4,13.5,20.5,15.8,2.5,0.98,Buena,0
32.9,62.6,17.1,30.6,21.9,14.6,1.4,Buena,0
25.7,77.2,87.5,98.2,27.9,12.0,2.49,Mala,2
42.1,74.2,0.7,16.8,32.9,31.7,2.73,Excelente,1
23.0,38.2,22.6,27.7,15.7,6.9,1.11,Buena,0
27.2,46.0,4.5,8.3,24.2,6.1,1.06,Excelente,1
39.0,107.1,23.9,45.0,46.1,25.8,2.65,Buena,0
31.3,68.3,26.6,31.6,40.1,19.8,1.51,Buena,0
22.3,59.6,17.9,23.5,27.9,5.8,1.01,Buena,0
57.7,77.3,22.8,42.8,33.2,20.4,3.03,Buena,0
25.2,66.5,20.7,25.0,24.3,4.0,0.88,Buena,0
22.6,76.7,1.2,6.5,20.9,6.7,1.22,Excelente,1
40.2,84.8,61.2,77.0,35.2,3.9,1.82,Mala,2
35.1,61.5,26.0,46.4,32.0,15.0,1.55,Buena,0
26.8,54.3,25.1,33.7,27.1,6.3,1.61,Buena,0
34.2,99.4,8.9,32.0,32.3,7.9,1.71,Excelente,1
32.5,74.3,5.0,18.7,32.3,15.5,1.83,Excelente,1
35.7,102.1,39.7,49.8,19.5,13.0,2.04,Regular,3
25.8,47.3,9.4,16.9,34.1,6.4,1.92,Excelente,1
26.7,72.9,28.7,30.2,32.9,6.4,1.65,Buena,0
50.4,93.5,17.1,33.7,42.7,17.6,2.56,Buena,0
43.4,88.4,35.6,48.0,39.4,14.4,1.78,Regular,3
26.8,63.4,13.8,21.4,18.8,2.8,1.0,Buena,0
22.6,47.1,3.1,9.8,11.3,7.8,1.06,Excelente,1
25.9,71.3,2.5,4.7,13.3,3.9,1.09,Excelente,1
25.3,42.3,10.7,13.0,11.9,2.3,1.0,Excelente,1
25.6,74.7,3.7,8.6,20.2,1.0,0.84,Excelente,1
20.7,80.4,7.4,19.8,25.5,7.9,1.01,Excelente,1
41.9,100.5,93.8,116.9,41.8,4.7,2.75,Mala,2
27.8,70.8,3.0,20.7,30.8,17.7,2.02,Excelente,1
23.1,60.0,86.4,95.6,28.8,7.9,1.11,Mala,2
30.5,82.0,13.4,26.6,29.8,12.4,1.71,Buena,0
21.6,61.6,1.1,6.8,16.2,5.9,1.01,Excelente,1
26.8,52.0,14.8,20.5,26.8,2.2,0.76,Buena,0
20.2,58.7,49.8,55.5,25.3,6.3,0.94,Regular,3
28.3,80.8,3.3,7.9,19.8,2.0,0.92,Excelente,1
26.7,50.1,33.2,43.6,26.9,11.5,1.23,Buena,0
26.5,69.5,4.0,11.9,24.9,5.0,0.98,Excelente,1
32.4,63.5,6.4,14.7,38.5,11.4,1.81,Excelente,1
28.6,72.9,13.8,19.3,19.7,2.9,0.98,Buena,0
30.5,58.2,11.8,24.8,22.9,15.9,1.52,Excelente,1
39.3,94.3,8.0,31.4,47.5,19.8,1.79,Excelente,1
25.2,71.5,3.5,9.0,11.3,5.6,0.88,Excelente,1
33.5,110.4,34.0,49.8,30.4,2.6,2.06,Buena,0
21.4,78.9,0.5,6.7,13.1,1.9,1.02,Excelente,1
24.3,67.0,1.0,4.1,22.2,3.3,0.86,Excelente,1
26.2,60.3,19.1,22.0,15.0,5.1,0.84,Buena,0
29.8,74.1,1.9,6.8,26.0,4.2,0.94,Excelente,1
35.9,77.2,14.9,21.1,29.4,12.3,1.5,Buena,0
35.4,54.8,2.3,6.2,16.5,7.2,1.03,Excelente,1
37.2,87.6,1.3,14.3,32.3,1.1,1.7,Excelente,1
21.3,91.2,3.0,18.5,37.5,14.2,2.76,Excelente,1
25.6,78.5,7.8,12.4,13.6,6.1,0.89,Excelente,1
34.9,59.2,31.4,41.2,25.3,16.4,1.55,Buena,0
32.0,69.6,8.1,23.1,33.8,7.5,1.48,Excelente,1
24.2,58.7,15.8,18.8,28.3,6.3,0.84,Buena,0
39.0,76.1,9.4,22.0,37.0,14.4,2.45,Excelente,1
30.6,71.9,7.7,21.3,16.9,3.5,1.73,Excelente,1
31.9,61.4,29.5,31.9,28.7,-0.3,1.06,Buena,0
39.3,63.5,135.7,148.8,28.1,16.1,2.05,Mala,2
44.0,111.0,20.6,39.6,34.3,6.6,1.95,Buena,0
22.2,74.9,0.2,3.5,16.5,4.4,0.88,Excelente,1
28.9,55.0,0.9,7.3,18.2,5.9,1.11,Excelente,1
33.0,87.8,18.1,27.3,19.4,12.2,1.78,Buena,0
31.4,53.2,18.5,27.9,28.9,13.0,1.42,Buena,0
42.7,111.0,33.8,50.7,41.3,21.0,2.52,Buena,0
26.3,66.5,14.7,24.2,14.6,4.2,1.06,Buena,0
30.9,62.0,3.5,7.3,31.0,10.4,1.36,Excelente,1
34.7,79.4,64.5,88.3,36.1,20.4,3.1,Mala,2
20.1,64.4,1.5,8.0,14.0,7.6,0.85,Excelente,1
28.7,80.3,26.8,41.0,32.8,7.2,1.65,Buena,0
20.6,65.7,19.0,28.4,29.1,14.1,1.45,Buena,0
31.0,89.4,10.8,17.3,31.3,3.3,2.01,Excelente,1
28.8,71.7,20.0,25.6,16.7,6.1,0.97,Buena,0
31.3,86.0,60.5,65.1,29.3,1.7,1.68,Mala,2
24.6,65.7,0.7,3.7,15.4,5.5,1.08,Excelente,1
23.3,48.6,18.3,24.0,20.1,5.1,1.14,Buena,0
23.2,78.4,16.8,19.3,23.9,7.9,1.44,Buena,0
30.4,68.6,15.4,29.7,31.0,11.3,2.06,Buena,0
20.5,61.9,2.6,4.7,24.8,5.4,0.97,Excelente,1
32.3,65.7,8.7,19.1,28.3,11.6,1.36,Excelente,1
25.9,49.6,1.0,12.6,23.0,16.9,1.96,Excelente,1
24.6,55.8,14.6,24.1,26.0,12.3,1.93,Buena,0
26.9,81.0,8.9,15.8,27.3,9.5,1.39,Excelente,1
41.9,79.0,28.6,45.1,49.6,19.1,2.48,Buena,0
36.7,81.0,28.5,43.7,22.6,19.7,1.91,Buena,0
45.9,87.5,25.7,49.6,46.2,22.1,2.86,Buena,0
39.3,59.3,3.3,14.2,22.5,18.6,2.12,Excelente,1
22.1,47.8,9.3,14.9,24.4,7.0,1.06,Excelente,1
32.7,77.8,2.9,11.1,27.8,12.3,1.86,Excelente,1
34.7,85.2,30.0,42.1,36.6,5.2,1.55,Buena,0
21.3,58.5,14.1,20.9,22.7,3.6,1.01,Buena,0
29.8,61.0,12.4,18.5,21.8,4.8,0.94,Buena,0
45.4,82.6,12.9,29.4,41.6,14.1,2.29,Buena,0
29.5,82.2,40.6,50.6,25.0,13.1,1.7,Regular,3
22.9,51.9,5.5,9.6,24.2,6.9,1.15,Excelente,1
43.1,116.3,104.3,136.6,36.6,15.8,3.72,Mala,2
23.5,43.0,14.6,19.0,23.1,1.7,1.14,Buena,0
24.5,59.7,2.8,8.4,19.1,4.3,0.85,Excelente,1
23.7,46.8,1.2,6.6,23.4,3.1,1.07,Excelente,1
33.9,75.6,9.0,20.9,32.1,20.4,2.36,Excelente,1
23.0,70.8,1.2,5.8,22.1,6.7,0.88,Excelente,1
24.0,64.1,21.4,27.3,22.6,5.7,0.94,Buena,0
33.4,50.3,36.7,43.4,35.6,5.3,1.31,Regular,3
35.4,71.3,6.3,19.7,34.4,19.2,2.35,Excelente,1
27.0,54.6,3.7,10.1,15.1,3.1,0.85,Excelente,1
26.2,80.8,13.3,15.8,26.0,7.3,0.98,Buena,0
22.1,56.3,6.8,13.1,25.6,1.5,1.01,Excelente,1
43.7,66.8,33.4,36.4,34.5,8.0,1.79,Buena,0
46.1,80.1,7.7,10.4,34.4,30.5,1.85,Excelente,1
34.9,65.4,16.7,27.2,18.4,12.1,1.67,Buena,0
26.2,74.2,5.5,11.7,17.3,3.6,0.83,Excelente,1
39.7,79.0,46.0,74.8,46.3,14.9,2.24,Regular,3
24.0,49.5,4.8,15.5,19.6,7.2,1.02,Excelente,1
24.7,57.2,10.1,14.7,20.9,3.9,1.1,Excelente,1
25.5,56.8,5.6,11.7,24.9,2.5,1.09,Excelente,1
24.5,65.2,25.0,28.4,22.0,3.8,0.96,Buena,0
19.8,60.6,15.0,21.7,22.9,3.9,0.99,Buena,0
41.9,84.4,75.7,99.5,30.0,17.5,2.32,Mala,2
26.4,51.5,24.8,27.2,21.8,3.7,0.93,Buena,0
37.1,70.6,9.6,28.2,33.2,5.2,2.49,Excelente,1
25.7,68.2,0.7,8.1,22.4,5.3,1.04,Excelente,1
30.3,91.8,1.0,18.8,23.1,4.4,1.31,Excelente,1
23.9,62.4,0.8,13.0,26.1,7.2,1.56,Excelente,1
28.3,51.1,63.7,75.6,32.3,16.4,1.57,Mala,2
29.3,92.0,18.4,42.3,32.0,26.4,3.1,Buena,0
22.3,73.0,0.1,8.4,20.7,3.6,1.18,Excelente,1
29.0,64.4,23.5,23.1,35.1,17.3,2.13,Buena,0
20.1,67.0,1.9,8.8,26.6,6.5,1.06,Excelente,1
43.8,103.9,12.2,32.6,43.2,25.5,3.36,Buena,0
22.8,62.2,21.4,29.9,23.0,0.5,1.46,Buena,0
30.4,66.4,1.1,0.0,24.0,4.3,0.96,Excelente,1
29.4,85.8,90.1,94.2,30.5,10.7,1.35,Mala,2
25.6,61.4,8.9,8.8,18.1,5.4,1.07,Excelente,1
29.4,93.3,149.1,168.1,34.9,11.7,1.79,Mala,2
28.6,65.4,12.2,14.7,30.5,9.2,1.56,Buena,0
29.8,76.9,5.1,11.5,29.6,3.9,1.61,Excelente,1
22.2,46.8,0.9,5.7,24.3,5.7,0.93,Excelente,1
26.9,52.2,9.1,17.4,28.0,3.0,0.96,Excelente,1
22.8,57.6,7.4,12.6,17.5,7.7,0.86,Excelente,1
19.8,76.1,15.9,20.4,25.3,4.2,1.01,Buena,0
19.8,54.8,4.6,17.5,24.3,14.5,1.52,Excelente,1
20.1,55.0,8.5,10.7,24.6,6.3,1.07,Excelente,1
33.0,62.1,12.9,30.8,35.3,6.5,2.28,Buena,0
30.8,60.9,7.2,20.0,36.1,13.7,1.37,Excelente,1
41.9,85.5,32.2,37.1,40.9,21.9,2.07,Buena,0
41.4,79.4,28.4,40.4,28.0,17.8,1.15,Buena,0
34.4,107.9,18.7,33.4,37.1,15.3,1.99,Buena,0
36.4,78.0,31.2,47.9,30.4,6.8,2.07,Buena,0
41.9,98.7,99.2,115.1,54.9,20.5,2.62,Mala,2
24.3,49.0,14.6,21.3,21.8,5.4,0.96,Buena,0
23.4,65.6,8.9,10.0,27.0,6.3,1.03,Excelente,1
22.6,74.6,3.4,16.0,17.5,4.9,1.6,Excelente,1
25.6,73.6,4.9,9.3,23.1,-0.1,1.08,Excelente,1
29.5,62.5,55.2,63.2,30.6,25.9,1.84,Regular,3
31.6,86.5,17.9,23.5,28.0,8.6,1.72,Buena,0
46.4,85.3,11.0,31.5,49.6,11.5,2.89,Excelente,1
30.0,67.1,47.1,61.3,22.1,7.3,1.82,Regular,3
20.2,47.0,10.4,16.1,12.3,1.7,1.14,Excelente,1
20.0,78.2,1.8,5.5,13.9,7.8,1.03,Excelente,1
36.1,70.2,19.1,37.6,27.8,20.7,2.21,Buena,0
27.0,65.3,96.9,109.7,22.4,9.9,1.62,Mala,2
25.6,69.6,3.4,9.3,23.0,6.0,0.73,Excelente,1
24.9,64.5,14.8,20.2,13.2,6.4,1.11,Buena,0
30.2,49.8,0.7,8.0,30.5,7.2,1.56,Excelente,1
22.3,60.5,17.2,23.1,16.2,5.7,1.07,Buena,0
17.5,51.6,7.5,22.3,18.4,16.8,1.56,Excelente,1
19.3,46.8,22.4,25.0,13.5,5.3,1.17,Buena,0
23.8,70.3,0.8,12.7,17.8,11.1,1.42,Excelente,1
36.1,84.1,25.6,42.0,35.7,14.7,2.39,Buena,0
31.4,69.4,11.1,28.2,27.4,17.7,2.02,Excelente,1
24.6,73.2,9.4,10.1,25.5,8.8,0.77,Excelente,1
44.9,100.1,4.9,29.7,42.0,9.1,3.11,Excelente,1
26.3,52.6,3.7,8.9,27.3,7.8,1.03,Excelente,1
28.6,86.6,8.7,20.7,18.6,6.9,1.79,Excelente,1
36.7,82.4,9.6,18.8,27.3,23.2,1.7,Excelente,1
22.0,47.7,2.9,6.0,16.3,7.0,0.9,Excelente,1
46.8,117.3,21.6,29.6,25.3,26.7,2.31,Buena,0
27.5,61.0,41.9,58.8,26.0,12.0,1.6,Regular,3
30.3,72.1,11.3,33.6,34.4,15.1,2.0,Excelente,1
28.9,58.3,2.7,11.8,22.8,5.2,1.39,Excelente,1
37.1,83.0,22.5,36.4,34.9,16.7,1.97,Buena,0
22.7,53.6,1.5,4.5,23.8,3.3,1.06,Excelente,1
27.4,78.8,26.0,28.3,20.0,2.1,0.99,Buena,0
26.4,76.1,36.5,40.9,31.7,15.2,2.09,Regular,3
26.8,72.2,1.0,11.3,21.8,12.5,1.41,Excelente,1
38.0,94.7,16.0,35.7,30.4,11.7,2.26,Buena,0
21.8,56.2,8.4,12.5,15.8,4.0,1.05,Excelente,1
24.9,60.1,8.8,16.7,22.5,2.6,0.97,Excelente,1
27.2,60.6,16.5,23.5,30.5,9.0,1.69,Buena,0
35.9,61.0,8.3,18.0,21.4,16.3,1.41,Excelente,1
20.6,78.2,6.5,21.6,41.6,7.4,2.71,Excelente,1
49.9,101.3,34.6,51.9,47.7,17.8,2.72,Buena,0
36.2,76.4,35.3,47.4,30.3,9.9,1.54,Buena,0
31.3,80.8,79.4,92.1,24.1,8.0,1.58,Mala,2
26.3,46.7,1.4,4.3,12.2,3.4,1.04,Excelente,1
30.6,57.8,24.3,31.5,15.4,19.9,1.48,Buena,0
37.3,75.5,12.5,21.1,18.3,9.7,1.49,Buena,0
28.7,67.6,34.5,44.7,17.3,17.4,1.36,Buena,0
25.8,65.3,27.6,32.9,15.2,7.2,1.12,Buena,0
35.5,76.3,9.5,23.0,23.6,6.8,1.76,Excelente,1
22.5,48.6,0.8,6.2,12.9,8.0,1.02,Excelente,1
29.2,72.2,6.9,13.4,20.9,7.7,0.97,Excelente,1
27.2,88.6,7.1,26.7,36.6,16.7,2.39,Excelente,1
32.0,80.6,9.7,19.5,31.0,3.9,1.52,Excelente,1
35.8,69.6,2.3,10.5,24.4,10.9,1.66,Excelente,1
36.6,74.7,11.1,30.9,28.1,16.3,1.04,Excelente,1
27.0,46.5,8.3,14.0,20.7,5.5,1.02,Excelente,1
23.5,50.8,0.6,6.7,13.3,3.1,0.95,Excelente,1
23.3,90.9,39.8,55.4,30.8,5.5,1.44,Regular,3
30.9,56.8,9.2,19.2,28.4,5.4,1.82,Excelente,1
38.9,66.3,3.7,24.0,28.9,2.8,2.24,Excelente,1
28.8,41.3,0.2,6.5,14.9,1.4,0.87,Excelente,1
44.9,103.0,8.1,28.8,50.1,35.0,2.54,Excelente,1
31.1,76.5,2.8,9.5,19.0,1.9,0.97,Excelente,1
29.3,42.3,20.7,25.3,15.4,6.2,1.0,Buena,0
30.7,84.2,22.4,38.4,26.8,12.3,1.34,Buena,0
28.8,50.2,2.9,8.0,20.7,5.0,1.08,Excelente,1
35.0,109.1,50.6,67.5,34.4,16.4,1.56,Regular,3
40.9,72.9,22.5,43.4,36.6,21.1,2.33,Buena,0
38.4,66.0,73.2,85.4,40.9,17.1,1.96,Mala,2
28.6,81.6,7.6,14.1,12.0,3.7,0.92,Excelente,1
42.2,86.6,23.0,34.8,34.9,6.2,1.96,Buena,0
35.6,71.9,10.3,27.3,22.6,10.4,1.66,Excelente,1
31.5,44.3,10.6,17.6,17.7,5.1,1.13,Excelente,1
19.3,50.7,4.2,10.2,20.8,1.5,1.05,Excelente,1
25.7,77.9,16.2,22.9,12.2,8.1,0.95,Buena,0
25.2,90.6,16.8,27.6,20.8,16.1,1.39,Buena,0
25.3,86.3,6.2,15.8,33.6,9.9,1.66,Excelente,1
32.1,72.6,11.3,25.5,21.7,7.1,1.55,Excelente,1
22.3,58.5,30.3,36.3,18.8,4.1,0.87,Buena,0
35.2,79.8,11.3,18.6,37.1,8.2,1.42,Excelente,1
35.9,67.9,10.6,19.3,31.8,10.9,1.36,Excelente,1
38.8,115.0,13.9,39.3,28.8,25.0,2.97,Buena,0
25.0,41.5,3.9,8.1,14.3,4.4,0.83,Excelente,1
24.4,56.1,3.7,13.4,27.5,7.4,1.85,Excelente,1
32.6,68.5,9.4,19.9,29.3,15.3,1.77,Excelente,1
20.9,45.0,34.0,40.2,16.9,5.1,1.01,Buena,0
34.2,97.3,15.2,26.6,30.9,11.0,1.74,Buena,0
38.6,54.8,38.0,48.2,22.1,16.5,1.63,Regular,3
27.1,75.3,0.1,7.1,13.8,7.9,1.03,Excelente,1
30.1,72.9,0.0,5.9,26.5,8.1,1.21,Excelente,1
31.8,64.1,56.6,67.9,36.6,17.6,2.13,Mala,2
19.7,47.2,3.0,11.0,12.5,5.9,1.12,Excelente,1
28.7,73.6,16.2,20.1,27.1,3.4,0.88,Buena,0
35.1,72.5,0.8,17.8,28.7,5.1,0.92,Excelente,1
36.5,88.6,37.0,49.3,26.4,8.3,2.43,Regular,3
36.4,61.9,15.7,22.4,21.9,13.4,1.75,Buena,0
22.0,60.6,5.0,11.8,22.6,3.7,1.04,Excelente,1
21.2,55.0,8.5,13.5,15.8,7.1,1.04,Excelente,1
27.7,45.9,7.1,8.4,21.0,6.8,1.14,Excelente,1
22.0,49.9,1.5,3.0,16.1,4.8,0.97,Excelente,1
29.1,120.7,34.7,56.0,38.8,21.7,2.67,Buena,0
37.3,95.3,19.1,29.0,31.2,10.5,2.17,Buena,0
27.1,47.0,1.2,2.7,12.5,4.8,0.96,Excelente,1
18.8,75.9,10.5,18.4,13.9,5.8,0.76,Excelente,1
27.1,69.5,1.2,3.2,23.2,5.5,0.98,Excelente,1
54.7,81.7,101.8,133.7,35.0,26.1,2.32,Mala,2
29.2,93.2,35.8,46.6,34.6,11.0,1.34,Regular,3
50.2,85.1,14.4,31.2,30.7,16.5,1.85,Buena,0
31.0,63.5,5.4,13.4,26.9,15.4,1.56,Excelente,1
