Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Calidad_Aire
28.5,81.6,25.1,33.5,18.5,4.2,1.02,Buena
30.2,75.6,15.3,18.2,20.7,4.6,0.95,Buena
24.5,41.7,24.9,29.5,20.3,5.6,0.99,Buena
22.5,54.1,18.2,23.6,20.1,3.3,1.13,Buena
25.9,41.0,1.8,0.1,20.4,3.5,1.13,Excelente
31.6,71.5,11.0,24.3,24.5,17.1,1.57,Excelente
22.9,48.7,11.4,16.3,21.3,8.7,1.0,Excelente
18.0,68.7,6.0,9.3,21.2,6.5,1.15,Excelente
23.5,70.8,4.6,13.3,35.7,4.8,1.45,Excelente
22.4,62.0,6.5,11.1,24.2,3.4,1.02,Excelente
34.0,91.8,12.8,42.5,38.3,4.8,1.76,Buena
35.9,78.3,2.7,4.1,19.1,10.8,1.41,Excelente
29.8,49.0,3.1,6.4,22.1,1.8,0.97,Excelente
25.8,62.0,6.4,8.2,24.8,6.1,0.98,Excelente
28.7,89.4,3.3,10.7,24.1,-0.1,1.89,Excelente
39.0,96.8,50.1,61.3,48.3,29.6,2.64,Regular
35.1,64.8,106.3,125.3,28.2,15.6,2.24,Mala
37.8,84.0,14.8,21.3,27.1,19.9,1.8,Buena
23.0,86.2,9.1,25.3,34.8,12.5,1.99,Excelente
29.2,46.6,1.8,6.6,17.8,7.0,1.04,Excelente
25.0,80.5,3.1,7.8,15.7,3.0,1.05,Excelente
25.6,71.2,9.4,12.1,20.3,3.5,0.88,Excelente
23.5,62.3,0.8,10.5,32.4,14.9,1.03,Excelente
34.3,78.8,2.4,14.6,34.4,9.2,1.79,Excelente
21.3,71.3,29.9,35.2,21.9,3.1,1.0,Buena
35.4,108.9,49.7,71.8,48.3,18.6,2.53,Regular
28.2,74.4,3.0,9.7,15.6,3.1,1.01,Excelente
44.3,87.7,14.0,22.3,37.2,18.2,2.75,Buena
38.3,78.7,4.5,16.8,35.0,12.9,1.93,Excelente
40.9,85.1,12.6,47.9,32.6,26.5,2.03,Buena
29.8,92.2,15.1,29.7,25.5,5.8,1.75,Buena
32.4,82.2,11.2,16.0,26.0,4.5,1.45,Excelente
21.4,57.5,12.9,18.0,20.6,5.7,1.23,Buena
33.8,68.6,29.9,42.3,20.9,22.2,2.31,Buena
32.7,86.0,7.5,17.3,31.0,15.3,1.3,Excelente
26.3,44.2,16.7,20.4,12.5,4.3,0.95,Buena
33.8,62.6,10.1,20.0,26.6,11.2,1.78,Excelente
23.6,79.9,5.3,12.4,16.3,5.0,0.99,Excelente
29.6,54.4,9.0,12.0,14.3,5.1,1.08,Excelente
30.4,98.7,21.6,29.6,35.1,12.7,2.13,Buena
27.2,57.8,3.8,10.9,22.7,6.1,0.9,Excelente
24.2,51.3,25.2,30.8,24.6,7.0,0.97,Buena
20.0,55.0,9.7,17.2,14.7,7.1,1.0,Excelente
20.1,47.4,1.8,4.3,24.1,5.8,0.89,Excelente
29.4,92.3,10.7,18.0,21.7,16.7,1.88,Excelente
31.2,83.8,43.8,61.7,20.5,9.2,1.65,Regular
40.3,81.9,2.0,17.8,37.5,17.1,2.05,Excelente
27.8,90.3,11.9,20.6,33.1,10.7,1.37,Excelente
22.1,75.2,3.2,8.8,14.8,3.6,1.03,Excelente
29.9,43.6,0.2,5.2,15.8,3.0,1.04,Excelente
32.8,56.3,11.8,15.8,13.7,4.7,0.97,Excelente
28.3,87.1,37.0,48.5,22.9,10.0,1.48,Regular
24.1,70.9,10.6,17.7,23.4,4.1,1.47,Excelente
25.2,64.0,2.4,6.9,16.6,2.8,1.07,Excelente
24.7,70.4,8.1,12.2,17.3,4.2,1.04,Excelente
25.8,67.1,60.9,74.3,34.3,4.2,1.81,Mala
24.4,66.9,3.1,11.3,22.3,0.0,1.14,Excelente
44.1,72.6,66.5,86.1,33.2,-0.2,2.49,Mala
33.6,68.8,19.1,42.3,55.8,9.4,2.42,Buena
31.8,68.2,10.7,21.0,25.4,12.2,1.34,Excelente
33.8,72.7,60.4,71.8,30.7,19.5,1.52,Mala
40.4,107.6,31.2,56.4,41.8,19.9,2.14,Buena
28.1,74.6,0.3,4.9,15.0,1.7,1.04,Excelente
25.0,58.6,8.4,12.3,15.1,5.1,0.89,Excelente
33.6,51.9,55.3,62.7,36.2,1.0,2.41,Regular
22.3,69.8,16.5,19.8,23.6,5.7,0.98,Buena
29.2,93.5,20.8,29.8,30.9,7.3,1.65,Buena
36.5,86.5,19.9,32.8,33.3,12.4,2.14,Buena
34.8,72.7,12.7,20.2,23.4,16.3,1.68,Buena
38.6,76.2,26.0,48.7,32.8,3.5,2.12,Buena
30.9,70.6,23.5,40.2,24.4,12.7,1.34,Buena
34.0,68.2,5.4,10.2,47.2,12.8,2.16,Excelente
16.6,38.7,4.1,8.5,19.8,5.4,0.95,Excelente
13.4,65.8,4.0,7.0,25.1,0.9,0.74,Excelente
24.6,53.5,0.1,4.1,15.0,6.2,1.09,Excelente
26.7,64.4,7.6,14.9,24.0,3.7,1.07,Excelente
27.6,54.2,9.4,14.9,25.7,2.8,1.05,Excelente
26.3,62.2,26.1,32.7,19.9,8.3,1.09,Buena
25.7,64.4,13.8,25.0,21.4,14.9,1.54,Buena
29.6,53.0,14.8,20.6,22.5,5.5,0.99,Buena
28.2,80.5,19.1,31.5,25.0,11.1,1.11,Buena
21.7,69.0,7.3,12.7,21.1,6.2,0.94,Excelente
30.8,47.1,15.6,20.0,16.0,4.6,1.02,Buena
31.6,67.0,10.3,22.0,31.4,1.7,1.3,Excelente
42.3,70.8,18.7,35.2,28.1,20.8,2.21,Buena
24.3,50.6,9.1,13.1,13.6,6.9,0.99,Excelente
23.0,59.3,10.6,18.8,26.1,15.3,1.42,Excelente
30.9,46.6,4.1,13.6,14.3,1.8,0.98,Excelente
21.2,69.6,10.3,16.7,13.9,10.3,1.01,Excelente
29.1,79.4,41.6,56.1,31.5,16.8,2.49,Regular
35.8,71.8,42.3,53.4,29.8,13.3,2.32,Regular
27.3,70.7,0.1,6.3,15.3,6.5,1.11,Excelente
23.6,70.0,15.2,17.8,22.2,5.5,1.11,Buena
24.5,62.2,7.7,12.4,25.2,7.3,1.65,Excelente
21.6,56.3,29.5,35.8,26.1,2.2,0.98,Buena
24.6,54.3,23.1,28.1,29.8,14.9,1.32,Buena
40.6,81.7,52.6,76.5,39.3,14.8,1.74,Regular
20.6,80.6,0.3,5.1,22.0,4.6,1.49,Excelente
38.5,65.0,82.1,96.8,35.9,25.9,1.85,Mala
27.1,61.5,24.0,29.4,45.5,14.3,2.19,Buena
26.6,92.9,31.8,51.9,35.0,10.2,1.42,Buena
30.8,63.9,34.4,43.3,14.0,13.9,1.52,Buena
40.0,52.7,1.0,12.1,34.3,5.3,1.25,Excelente
36.0,70.0,2.1,14.1,37.2,21.4,2.18,Excelente
22.3,51.0,30.9,40.0,17.5,4.5,1.78,Buena
43.6,93.5,7.9,31.4,25.3,9.9,2.09,Excelente
22.8,61.5,5.1,14.2,22.1,2.5,0.98,Excelente
37.8,77.0,7.7,30.7,56.4,16.6,3.09,Buena
30.6,78.3,10.9,27.7,26.3,14.1,2.62,Excelente
32.4,74.5,16.6,35.0,43.8,11.3,2.2,Buena
28.6,73.0,1.2,2.9,15.3,5.3,0.9,Excelente
44.1,109.2,31.8,44.9,51.1,12.3,2.27,Buena
32.1,66.3,19.9,28.8,33.3,20.6,1.68,Buena
30.4,80.0,16.0,29.5,32.8,2.5,1.66,Buena
27.1,75.8,61.2,83.7,31.3,19.7,1.79,Mala
30.3,67.3,31.6,33.1,23.5,13.2,1.23,Buena
31.1,69.9,22.4,25.7,25.7,7.1,1.04,Buena
29.5,76.7,71.4,79.9,31.9,12.4,1.27,Mala
21.4,52.4,0.5,7.4,21.1,5.9,0.94,Excelente
42.0,86.2,2.0,8.8,33.7,22.3,1.7,Excelente
30.0,85.1,70.6,91.5,30.7,7.1,1.52,Mala
31.2,49.7,20.5,30.6,25.2,15.7,1.59,Buena
27.4,36.0,8.8,16.7,22.2,2.5,1.04,Excelente
26.6,56.6,6.9,16.4,25.5,6.4,1.09,Excelente
37.2,73.0,36.6,64.7,48.2,20.6,1.94,Regular
42.2,79.3,44.7,65.4,29.9,21.2,2.26,Regular
44.3,61.7,55.0,66.4,32.7,13.1,1.82,Regular
27.1,58.3,4.7,17.0,29.4,7.5,1.07,Excelente
29.5,61.5,7.9,11.0,20.5,7.6,0.87,Excelente
34.7,75.8,2.7,6.4,33.2,6.3,1.5,Excelente
38.3,107.8,39.3,60.8,32.3,29.0,2.61,Regular
22.2,69.8,15.2,21.7,17.5,6.5,1.03,Buena
39.1,82.9,56.7,69.3,39.7,8.2,2.0,Mala
28.7,80.2,15.8,23.3,17.5,7.8,0.87,Buena
23.5,44.5,3.6,8.1,23.2,1.6,1.02,Excelente
27.8,85.9,24.2,35.3,28.1,8.0,1.31,Buena
35.3,65.1,109.6,122.9,40.9,8.3,2.64,Mala
56.0,68.8,15.8,29.9,48.9,17.4,3.11,Buena
25.6,60.3,21.4,34.0,30.4,3.7,1.37,Buena
33.0,90.1,35.3,49.5,31.2,7.4,1.6,Buena
20.6,69.0,23.2,27.0,13.6,2.4,0.92,Buena
30.3,76.3,9.2,20.7,38.4,17.2,1.61,Excelente
28.2,73.2,27.8,39.6,23.7,1.3,1.46,Buena
34.9,51.8,31.4,40.1,19.6,12.0,1.46,Buena
31.0,93.2,28.7,48.3,44.2,11.3,2.29,Buena
34.1,73.4,5.5,12.2,20.9,4.6,1.0,Excelente
51.3,89.9,13.7,28.8,64.9,20.6,2.18,Buena
52.7,61.7,3.1,17.3,53.0,14.2,2.29,Excelente
55.7,75.9,76.4,82.2,40.8,24.5,1.98,Mala
25.4,43.2,48.2,55.1,21.1,1.1,0.95,Regular
24.7,57.4,2.9,7.9,22.9,2.3,0.92,Excelente
28.2,66.9,0.3,13.2,26.0,9.6,1.51,Excelente
27.4,67.7,15.8,19.3,22.7,6.8,0.83,Buena
22.6,72.2,20.1,23.5,17.9,2.0,1.13,Buena
22.5,80.2,2.5,5.6,12.8,3.1,1.09,Excelente
44.6,78.5,37.5,42.2,39.1,30.8,2.95,Regular
29.1,44.2,3.0,12.2,14.6,4.4,0.9,Excelente
30.5,80.8,11.9,27.8,25.6,16.7,1.87,Excelente
27.1,81.7,14.9,19.8,19.1,5.5,0.92,Buena
29.2,63.7,0.2,11.0,24.3,18.3,1.3,Excelente
36.1,82.6,28.1,28.1,31.7,12.7,1.52,Buena
23.0,75.6,4.9,7.0,12.7,3.8,1.05,Excelente
37.2,102.1,20.6,36.4,37.9,24.6,3.07,Buena
25.6,42.7,5.4,8.4,19.3,4.6,0.92,Excelente
41.7,97.8,2.5,7.6,47.9,27.3,2.16,Excelente
45.5,90.8,19.6,56.9,29.1,17.4,2.76,Buena
30.3,86.8,16.4,30.2,38.2,22.4,2.39,Buena
31.1,70.9,35.2,44.7,26.9,5.8,1.45,Buena
21.6,45.0,15.0,17.5,15.1,0.4,1.1,Buena
21.8,57.2,12.7,17.4,25.6,3.7,1.25,Buena
30.7,65.8,5.5,14.2,25.8,11.0,1.32,Excelente
31.7,78.8,22.2,33.1,31.5,10.8,1.6,Buena
23.5,56.5,24.8,31.9,17.5,6.2,1.01,Buena
34.2,81.3,54.5,65.0,28.2,11.6,2.19,Regular
34.7,85.0,4.1,14.2,29.5,13.2,1.41,Excelente
25.1,49.3,0.5,6.3,16.7,3.7,0.89,Excelente
33.3,64.4,52.1,66.2,26.1,8.1,1.41,Regular
19.6,65.5,33.8,39.8,30.4,11.9,1.47,Buena
27.4,58.0,2.9,7.0,25.8,2.3,1.0,Excelente
24.6,78.7,15.8,24.2,23.2,9.2,0.93,Buena
22.9,89.4,13.5,34.2,30.5,34.0,3.09,Buena
41.9,96.6,47.7,73.1,54.2,7.8,2.9,Regular
30.1,80.4,65.3,77.1,36.8,16.4,1.71,Mala
26.3,90.4,14.7,26.7,35.1,4.8,1.94,Buena
36.4,115.7,112.5,121.6,33.0,17.2,2.83,Mala
26.2,63.6,23.7,29.5,16.7,5.4,1.08,Buena
31.0,85.8,10.1,24.8,29.4,8.5,1.89,Excelente
36.3,58.4,4.7,13.2,24.0,8.8,1.46,Excelente
28.4,42.8,0.6,6.7,24.8,9.1,1.05,Excelente
44.9,66.4,75.4,94.8,50.5,33.4,1.95,Mala
24.8,44.9,2.7,12.5,12.7,3.2,0.96,Excelente
25.0,45.1,12.9,17.6,18.6,6.0,0.95,Buena
38.5,87.4,15.6,22.3,37.3,13.7,1.62,Buena
44.1,101.9,2.1,40.8,31.4,29.7,2.66,Excelente
28.0,64.0,5.0,10.8,15.5,3.4,0.88,Excelente
34.0,62.5,20.5,30.6,29.1,9.5,1.8,Buena
24.9,38.5,14.3,19.5,22.6,5.5,0.88,Buena
44.1,72.8,45.0,59.2,33.9,13.0,2.21,Regular
19.9,76.5,16.2,23.2,19.9,8.0,0.88,Buena
25.0,61.8,4.4,11.0,26.4,3.4,1.05,Excelente
35.8,64.1,13.8,27.3,30.5,20.6,1.79,Buena
32.4,73.0,2.9,13.8,23.4,7.2,1.76,Excelente
52.8,83.3,42.7,72.1,42.5,33.9,2.46,Regular
31.8,85.8,51.5,73.1,20.7,16.8,1.63,Regular
22.7,73.6,8.2,13.6,21.8,5.2,1.14,Excelente
28.1,42.5,0.3,5.1,16.1,5.7,0.99,Excelente
26.8,70.4,4.3,9.3,20.0,5.4,1.16,Excelente
21.4,46.6,13.6,21.9,13.1,7.2,1.22,Buena
35.2,68.3,4.7,16.8,21.6,13.0,1.3,Excelente
28.2,52.3,3.4,11.8,17.2,7.7,0.84,Excelente
30.4,93.5,8.5,29.2,36.6,16.3,1.64,Excelente
36.9,98.2,23.7,42.8,32.2,19.1,2.15,Buena
21.9,70.5,2.8,9.8,15.3,4.4,0.83,Excelente
35.6,87.7,16.8,22.6,24.8,4.0,1.21,Buena
30.6,58.5,17.0,31.9,27.1,9.3,1.54,Buena
24.8,76.1,0.8,9.4,15.0,1.9,0.86,Excelente
19.7,73.8,1.4,6.7,20.1,4.3,1.1,Excelente
32.0,60.1,34.2,50.5,34.5,8.0,1.49,Buena
30.6,107.4,35.4,53.4,31.2,23.4,1.73,Buena
31.9,57.1,4.4,12.0,27.0,7.7,1.23,Excelente
25.8,54.7,10.2,15.8,14.2,5.0,1.03,Excelente
35.0,99.0,28.8,37.8,50.0,16.0,2.66,Buena
25.5,74.9,42.2,46.7,19.0,3.0,0.94,Regular
30.4,58.9,0.2,4.5,19.6,5.5,1.06,Excelente
28.2,56.0,12.8,21.0,23.4,10.6,1.65,Buena
29.7,64.0,2.5,4.3,16.8,6.5,0.98,Excelente
27.1,46.8,26.3,34.7,16.5,6.6,0.92,Buena
27.4,57.4,2.5,17.0,35.5,10.3,1.63,Excelente
41.7,84.9,89.8,106.8,27.3,29.6,2.39,Mala
28.9,62.5,28.6,39.6,16.2,8.7,0.76,Buena
28.0,57.2,2.0,7.0,23.7,7.9,0.92,Excelente
28.8,67.1,18.2,23.0,22.1,5.9,1.03,Buena
27.8,64.2,12.5,17.2,18.8,5.2,1.0,Buena
31.5,62.0,75.4,82.5,22.7,19.2,1.55,Mala
25.5,80.9,24.7,31.1,13.8,7.2,1.01,Buena
33.2,109.9,2.8,14.8,26.7,15.2,1.88,Excelente
24.7,87.2,15.5,25.1,33.3,17.7,2.27,Buena
29.8,58.4,27.3,33.4,12.1,8.3,0.9,Buena
40.1,70.6,9.2,17.9,29.2,18.0,2.16,Excelente
29.1,41.6,22.5,25.3,19.6,5.8,0.99,Buena
27.8,96.1,4.5,31.9,39.5,0.7,1.99,Excelente
34.2,78.8,18.1,29.6,24.6,11.3,1.73,Buena
25.5,73.0,11.6,16.3,11.2,3.0,1.06,Excelente
29.6,80.8,10.5,31.9,30.7,21.5,2.94,Excelente
38.5,57.4,75.0,83.0,34.9,1.6,2.35,Mala
24.6,82.8,5.6,19.8,28.7,19.1,2.02,Excelente
27.2,74.2,18.5,24.7,38.4,33.9,2.48,Buena
23.3,52.6,9.4,17.5,21.0,12.1,1.41,Excelente
21.7,56.3,13.8,25.0,17.5,6.9,1.09,Buena
22.2,83.3,11.0,22.4,25.2,14.7,1.35,Excelente
38.2,71.9,0.7,27.3,29.7,23.8,2.18,Excelente
34.4,54.0,15.7,28.5,28.9,17.2,1.58,Buena
41.4,74.4,27.5,38.8,28.9,21.3,2.18,Buena
24.0,55.5,4.1,5.7,12.7,4.3,0.89,Excelente
26.4,54.3,4.2,7.6,23.8,5.8,1.02,Excelente
25.4,75.7,17.5,29.2,18.7,11.8,1.45,Buena
18.7,53.5,28.3,35.6,20.3,4.3,0.94,Buena
26.3,58.7,2.6,6.5,23.8,6.4,0.99,Excelente
45.9,69.9,67.9,68.3,48.6,23.2,2.29,Mala
23.1,70.5,34.7,39.4,21.6,4.5,0.85,Buena
20.9,41.1,1.7,8.4,24.8,4.9,1.08,Excelente
27.0,84.3,18.2,25.4,15.5,10.9,1.08,Buena
28.8,40.1,12.0,17.6,25.9,7.2,1.06,Excelente
26.4,61.3,3.4,6.2,34.9,24.1,1.74,Excelente
36.4,61.5,35.3,30.1,28.7,6.4,1.1,Buena
42.6,98.3,5.8,11.7,35.4,25.2,2.33,Excelente
34.4,68.6,14.6,20.6,28.4,6.4,1.36,Buena
38.6,58.3,9.6,29.6,28.4,13.7,2.17,Excelente
34.8,75.2,8.9,28.9,32.5,16.6,1.8,Excelente
34.9,83.9,7.0,9.5,31.4,7.8,1.68,Excelente
25.6,65.8,0.3,5.2,18.7,7.0,0.86,Excelente
26.0,49.6,38.8,43.0,15.1,6.2,1.15,Regular
19.6,38.3,4.0,8.8,21.1,9.1,0.95,Excelente
18.2,45.5,9.4,17.0,15.5,6.4,0.89,Excelente
44.1,91.8,42.0,61.6,38.7,32.5,2.39,Regular
30.1,54.7,5.2,7.2,30.1,18.6,1.65,Excelente
29.6,54.6,7.7,14.1,18.6,6.7,0.99,Excelente
30.9,73.9,7.1,19.8,27.7,4.1,1.19,Excelente
30.9,81.4,14.5,24.8,27.9,15.9,1.59,Buena
21.9,56.3,16.4,20.3,23.3,9.4,0.84,Buena
21.1,50.6,1.1,14.4,32.2,13.1,1.54,Excelente
24.0,86.1,44.5,52.2,29.5,15.4,1.49,Regular
35.5,75.9,5.6,28.7,44.0,24.8,2.39,Excelente
29.2,83.7,5.8,20.6,25.7,11.9,1.46,Excelente
28.9,87.3,98.3,118.1,34.8,13.4,1.76,Mala
22.4,65.2,34.2,38.7,28.2,5.9,1.02,Buena
40.8,82.2,2.4,14.3,29.8,10.6,1.04,Excelente
39.1,82.6,11.4,31.9,27.9,18.5,2.0,Excelente
34.1,90.5,14.3,17.4,19.6,6.4,1.59,Buena
20.1,73.7,9.2,14.6,15.9,3.5,0.93,Excelente
28.1,82.0,14.5,19.5,27.0,9.3,1.47,Buena
39.3,73.0,15.0,35.5,34.2,8.1,2.05,Buena
21.9,48.9,6.7,11.1,13.7,7.1,0.93,Excelente
25.3,79.8,2.3,10.9,33.5,14.1,2.04,Excelente
25.7,39.5,11.7,16.9,18.6,7.0,1.01,Excelente
24.5,73.3,7.8,12.5,21.6,4.5,0.94,Excelente
26.4,76.1,16.6,21.8,20.2,5.7,1.73,Buena
26.0,65.5,12.3,16.1,24.8,3.1,0.99,Buena
41.3,103.3,168.6,185.0,47.0,28.8,1.99,Muy Mala
32.6,61.4,37.3,53.1,27.8,11.8,1.65,Regular
33.4,80.3,3.1,13.0,23.3,10.1,1.76,Excelente
24.5,73.2,3.5,7.3,25.3,4.6,1.37,Excelente
30.2,72.3,13.7,22.2,29.8,10.1,1.74,Buena
24.1,47.7,15.6,17.9,17.7,2.9,1.02,Buena
33.8,78.8,120.5,139.6,41.6,5.3,1.88,Mala
24.0,79.3,6.2,13.3,22.0,6.6,0.9,Excelente
22.0,72.9,7.5,11.7,21.2,4.0,0.88,Excelente
28.7,60.8,20.4,34.7,31.8,9.5,1.4,Buena
31.6,54.6,1.0,7.7,18.8,3.2,1.05,Excelente
47.1,61.2,15.8,34.2,29.7,18.3,1.56,Buena
26.9,67.4,4.4,12.5,31.9,11.2,1.69,Excelente
27.3,79.9,26.9,33.8,16.6,6.0,0.91,Buena
38.1,92.0,115.9,153.7,37.6,23.6,2.96,Mala
50.6,92.4,42.9,58.7,40.4,29.7,3.34,Regular
27.3,73.2,8.6,11.8,17.2,4.8,1.1,Excelente
22.2,69.7,19.1,21.7,25.0,9.2,1.15,Buena
49.0,98.4,149.7,183.1,33.8,7.6,1.12,Mala
28.3,59.1,1.5,6.1,23.4,7.0,1.1,Excelente
28.5,44.0,1.3,3.1,15.1,5.0,0.83,Excelente
27.7,68.1,30.4,35.6,28.8,5.0,0.86,Buena
26.9,66.8,10.5,18.7,30.4,10.5,1.71,Excelente
24.7,55.3,11.2,15.3,12.5,6.6,0.99,Excelente
25.1,70.1,9.5,17.4,25.8,4.4,0.83,Excelente
21.5,61.4,4.2,10.4,22.1,-0.1,0.95,Excelente
30.1,71.8,6.7,24.3,28.7,12.4,1.34,Excelente
24.8,84.3,1.0,9.2,24.8,2.7,1.64,Excelente
34.0,104.3,25.9,44.1,41.7,15.9,2.35,Buena
32.7,64.6,12.6,18.9,30.5,9.5,1.65,Buena
32.4,62.5,28.9,38.3,31.0,7.0,1.64,Buena
28.4,79.6,21.5,37.8,21.6,11.1,1.68,Buena
22.5,67.5,4.9,8.1,24.6,3.6,0.97,Excelente
28.8,44.8,4.2,8.8,12.1,3.9,0.92,Excelente
30.1,56.7,7.9,25.2,26.4,11.4,1.39,Excelente
24.2,80.6,3.3,13.0,23.6,14.5,1.22,Excelente
29.7,82.0,20.8,30.1,26.9,11.6,1.39,Buena
34.1,65.4,49.1,56.2,23.1,10.2,1.49,Regular
24.0,46.1,0.0,2.2,15.1,6.8,1.13,Excelente
29.1,93.5,9.8,30.2,29.3,13.4,1.54,Excelente
37.7,73.8,16.9,36.9,40.0,25.8,2.3,Buena
25.6,46.0,9.2,14.7,17.1,1.3,0.88,Excelente
24.7,38.8,16.9,24.5,16.6,3.4,1.06,Buena
40.5,106.5,61.9,84.7,37.6,19.6,3.03,Mala
36.6,90.5,21.9,33.1,30.7,19.9,2.3,Buena
24.6,90.1,45.9,52.9,19.0,10.9,1.79,Regular
29.6,76.8,33.8,40.2,13.1,3.6,1.16,Buena
31.5,66.1,1.5,9.5,23.4,8.2,1.39,Excelente
22.3,50.9,11.1,18.3,19.5,5.1,1.02,Excelente
32.9,56.0,6.0,15.9,21.0,12.3,1.78,Excelente
28.1,83.5,11.8,24.0,28.6,9.0,1.07,Excelente
25.2,46.0,3.9,8.2,22.8,0.2,1.17,Excelente
29.5,68.8,1.2,7.0,13.6,6.1,0.98,Excelente
24.2,89.0,22.8,31.7,34.3,10.9,1.46,Buena
26.8,91.8,5.1,10.5,28.3,7.2,1.31,Excelente
20.2,52.4,11.0,14.6,12.2,4.4,0.95,Excelente
23.2,39.6,0.8,7.3,21.7,5.8,0.91,Excelente
25.8,56.2,8.5,16.8,29.4,10.3,1.3,Excelente
33.3,59.2,9.5,25.1,38.2,19.9,1.69,Excelente
25.2,69.1,75.3,89.9,30.1,10.8,2.18,Mala
27.5,62.3,1.1,6.0,14.1,5.6,1.04,Excelente
26.0,76.0,1.0,4.5,13.1,2.7,1.09,Excelente
38.2,95.1,15.8,31.3,26.2,11.0,2.43,Buena
41.4,82.4,12.6,27.3,41.2,9.1,1.91,Buena
22.2,76.9,2.5,5.7,20.6,6.0,0.92,Excelente
28.2,49.3,40.9,48.4,21.3,8.8,1.64,Regular
27.3,48.7,18.1,24.7,12.8,4.6,1.05,Buena
22.6,41.7,5.7,12.1,21.5,6.1,0.85,Excelente
48.6,88.7,37.5,64.1,34.3,5.6,1.75,Regular
36.0,95.2,7.0,21.6,36.2,13.8,1.75,Excelente
21.2,59.5,6.5,9.8,22.9,5.0,1.09,Excelente
25.8,55.8,18.9,26.4,19.9,7.3,1.0,Buena
37.1,100.9,3.5,19.9,46.0,18.4,2.08,Excelente
21.5,47.3,10.6,18.8,15.6,6.2,1.0,Excelente
27.8,66.9,12.1,14.6,25.5,4.5,1.06,Buena
23.6,73.0,10.5,13.8,17.1,6.3,1.03,Excelente
33.5,68.3,54.1,72.7,30.6,25.1,1.52,Regular
21.2,75.1,25.1,31.7,26.0,10.3,1.48,Buena
28.4,76.2,16.8,28.7,30.0,8.2,1.64,Buena
31.7,51.8,30.9,45.9,21.7,7.4,1.08,Buena
28.4,62.8,24.6,35.1,23.5,12.3,1.53,Buena
27.7,58.8,39.1,50.7,33.0,9.8,1.43,Regular
24.7,78.7,0.1,6.4,13.0,4.7,0.97,Excelente
32.5,74.8,53.5,65.2,22.0,11.4,1.54,Regular
27.5,83.2,6.7,16.6,24.2,10.1,1.63,Excelente
24.2,75.7,29.5,34.0,17.0,5.9,1.06,Buena
48.4,109.0,103.3,114.9,48.6,25.6,2.23,Mala
24.7,69.8,5.7,8.5,26.4,2.9,1.15,Excelente
26.8,64.3,10.7,15.9,26.5,3.8,1.3,Excelente
27.3,72.1,20.4,25.9,24.7,2.8,0.83,Buena
23.1,45.4,4.6,14.4,20.0,7.8,1.09,Excelente
25.2,77.3,2.2,4.3,12.2,1.8,0.87,Excelente
19.1,50.6,4.8,18.4,33.6,5.9,1.98,Excelente
27.9,41.1,24.9,29.8,23.5,6.1,1.08,Buena
23.8,68.8,21.8,29.6,14.6,5.3,0.89,Buena
29.0,42.8,2.0,2.3,20.5,5.9,1.03,Excelente
24.2,46.4,2.2,7.6,20.9,3.6,1.04,Excelente
44.7,78.8,87.4,113.0,37.8,16.0,2.07,Mala
47.0,63.5,82.5,101.4,41.3,24.7,2.46,Mala
32.2,59.9,29.3,38.6,32.9,18.3,2.14,Buena
29.3,72.3,113.9,126.4,36.9,13.2,1.53,Mala
40.4,59.6,5.1,17.0,30.5,11.7,1.35,Excelente
24.0,60.3,1.5,8.1,22.2,6.0,1.14,Excelente
21.8,88.6,1.7,13.9,29.4,10.8,1.66,Excelente
24.4,57.1,1.6,5.3,16.7,7.9,1.02,Excelente
24.9,79.2,5.5,12.2,21.3,4.6,1.0,Excelente
25.6,68.2,8.0,21.8,27.9,9.9,1.6,Excelente
28.7,93.1,24.5,32.8,20.5,7.7,1.46,Buena
52.3,84.7,21.2,36.4,26.8,15.6,2.27,Buena
22.1,83.0,0.7,9.3,32.5,11.4,1.6,Excelente
28.7,84.0,79.8,86.5,24.0,6.7,1.2,Mala
22.4,58.6,8.1,12.7,12.4,4.0,1.1,Excelente
35.0,60.9,3.3,8.2,27.0,15.3,1.41,Excelente
35.5,100.3,3.2,22.2,38.7,16.2,1.74,Excelente
32.6,54.3,5.7,19.6,25.9,11.8,1.35,Excelente
27.9,39.7,2.3,8.1,22.2,6.3,1.0,Excelente
26.5,78.8,0.1,14.2,38.2,3.5,1.14,Excelente
36.8,105.9,106.8,117.2,44.6,16.0,2.34,Mala
27.7,66.3,12.1,16.9,23.3,6.2,1.06,Buena
26.7,42.5,1.4,4.7,21.1,5.6,1.07,Excelente
34.4,65.9,44.9,62.7,50.5,9.1,2.37,Regular
20.7,59.2,8.8,14.1,23.1,1.9,0.99,Excelente
25.1,57.2,11.5,16.7,13.4,3.6,0.88,Excelente
27.6,52.8,39.5,54.9,28.7,7.3,1.37,Desconocido
31.1,59.2,31.2,46.1,32.8,10.5,1.48,Buena
32.6,87.7,59.1,82.6,33.7,9.4,1.7,Mala
44.0,70.6,23.0,42.3,35.2,17.2,1.79,Buena
24.1,81.4,80.4,93.2,19.7,12.8,1.66,Mala
22.2,65.9,7.9,13.5,14.3,5.0,0.89,Excelente
36.4,77.4,39.3,62.4,25.9,10.8,2.37,Regular
26.2,54.4,21.0,22.0,26.8,6.1,0.88,Buena
